Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
  changing room  ,Brown,NA,Black,Curtain,No,No,Yes,2,3700,925,Orange,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_2,2_2,1816,k3t55AoYzTC95inHh
  monster statue  ,Blue,NA,NA,NA,No,No,No,NA,NFS,25000,Blue,Blue,3x3,5000,Nook Miles Shop,,1.0.0,child's room,horror,None,None,Yes,Toy,Yes,Does not play music,No lighting,Not for sale,FtrMonster_Remake_1_0,1_0,4722,ifyYxTHPnYs8Tm9GC
  drying rack  ,Black,NA,NA,NA,No,No,No,NA,,675,Black,Colorful,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,None,None,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClothesstand_Remake_2_0,2_0,7789,BHLggkqKdJ9wuyk9J
  ironwood chair  ,Birch,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1860,Beige,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrIronwoodChairS_Remake_0_0,0_0,3193,Gd5KPkiGL664LBeQW
  PLAYGROUND GYM  ,Colorful,NA,NA,NA,No,No,No,NA,NFS,15000,Colorful,Colorful,2x2,3000,Nook Miles Shop,,1.0.0,garden,child's room,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrJunglegym_Remake_0_0,0_0,3430,MbEZKWwfNgEno7wWX
  CUTE SOFA  ,Yellow,NA,NA,NA,No,No,No,NA,9600,2400,Yellow,Orange,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrCuteChairL_Remake_2_0,2_0,3998,EPahiFHfus98vyZAd
wooden low table,Cherry wood,Paint color,NA,NA,Yes,Yes,No,2,NFS,,Orange,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableM_Remake_2_0,2_0,7134,zrZRmduoyLNxyBpiX
STALL,Light brown,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,,Yellow,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_2_2,2_2,3617,GTf4kgDnd5s7WsCg7
  CUTE VANITY  ,White,NA,NA,NA,No,No,No,NA,5400,1350,White,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fancy,None,cute,None,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrCuteDresser_Remake_0_0,0_0,4001,y2sCDMvPCTJQz6QB3
palm-tree lamp,Cool,Variation,NA,NA,Yes,Yes,No,5,NFS,3280,Blue,Blue,1.5x1.5,NA,Crafting,,1.0.0,ocean,None,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,FtrPalmtreelamp_Remake_3_0,3_0,7259,6Rw7bqA4MZDoMt7jn
  blossom-viewing lantern  ,Light wood,Body color,NA,NA,Yes,Yes,No,4,NFS,2880,Beige,Pink,1x1,NA,Crafting,,1.0.0,zen-style,None,cherry blossoms,None,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,FtrSakuraLantern_Remake_1_0,1_0,6831,SwREFsfJhFy9SyeBo
illuminated reindeer,Green,Light color,NA,NA,Yes,Yes,No,6,NFS,4350,Green,Green,2x1,NA,Crafting,,1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,Yes,Does not play music,Fluorescent,Not for sale,FtrIllumiReindeer_Remake_3_0,3_0,4074,s4MEWnJFgptPZsLLE
  writing chair  ,Natural,NA,Yellow,Seat,No,No,Yes,1,1700,425,Beige,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,writing,Yes,Chair,No,Does not play music,No lighting,For sale,FtrStudyChair_Remake_0_0,0_0,3702,xSDav8xoLttoKknLf
DJ's turntable,Black,NA,Handwritten logo,Flag,No,No,Yes,4,,2325,Black,Light blue,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,party,concert,None,None,Yes,Musical Instrument,No,Hi-fi,No lighting,For sale,FtrDJbooth_Remake_0_5,0_5,941,XG5yDiNsiS3iYQ86f
box sofa,Pink,NA,NA,NA,No,No,No,NA,,675,Pink,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBoxsofa_Remake_1_0,1_0,1852,aHgmWBhMnmGxJN6j6
changing room,Black,NA,White,Curtain,No,No,Yes,2,3700,925,Black,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_0,4_0,1816,SRDQjDatcaYRfDfm6
  serving cart  ,White & silver,NA,NA,NA,No,No,No,NA,1300,325,White,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,FtrServingcart_Remake_3_0,3_0,1606,YJt9y4i4HXxPePjKF
  bunk bed  ,Pink,NA,Colorful lines,Bedding,No,No,Yes,2,5000,1250,Pink,Yellow,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_6_4,6_4,8298,aPtXoArnCiHQ2LbYy
  RATTAN VANITY  ,Black,NA,NA,NA,No,No,No,NA,5900,1475,Black,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Yes,Dresser,No,Does not play music,No lighting,For sale,FtrRattanDresser_Remake_5_0,5_0,4051,s5g3Yx2PRcozdCWWh
  WOODEN FULL-LENGTH MIRROR  ,Pink wood,Paint color,NA,NA,Yes,Yes,No,2,,1350,Pink,Pink,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Dresser,No,Does not play music,No lighting,Not for sale,FtrWoodenMirror_Remake_7_0,7_0,7137,uLZXHqNXG75ZtcKXM
WOODEN SIMPLE BED,Dark wood,Paint color,Orange,Bedding,Yes,Yes,Yes,4,NFS,2160,Brown,Orange,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_3_0,3_0,2605,4eFNs5fj45mQLdiGx
garden lantern,Bronze,NA,NA,NA,No,No,No,NA,1400,350,Green,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,None,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,For sale,FtrLampGarden_Remake_2_0,2_0,1628,FccAL9Z7t4e9LoCwf
exercise ball,White,NA,NA,NA,No,No,No,NA,1100,275,White,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fitness,office,None,None,Yes,Sports,No,Does not play music,No lighting,For sale,FtrBalanceball_Remake_2_0,2_0,1598,xuxAD8a4MFbZbps7c
  CLAW-FOOT TUB  ,Black,NA,NA,NA,No,No,No,NA,63000,15750,Black,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_1_0,1_0,1757,JXnrPfBhZSX353JYM
  simple panel  ,Copper,NA,Mud wall,Panel design,No,No,Yes,1,810,202,Brown,Beige,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_5_5,5_5,5338,SbQ5CrEdERBrnTkSx
pet bed,White,NA,Moss green,Cushion,No,No,Yes,1,1100,275,White,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,pet,Yes,Chair,No,Does not play music,No lighting,For sale,FtrPetBed_Remake_2_1,2_1,7802,DNG8geAdXzG2k3uH6
soft-serve lamp,Purple sweet potato,NA,NA,NA,No,No,No,NA,3000,750,Purple,Beige,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,fancy,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,For sale,FtrLampSoftcream_Remake_1_0,1_0,3416,DfXYbuExurXsjxZkm
  floor lamp  ,White,NA,Light blue,Lampshade,No,No,Yes,1,1400,,White,Light blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLamp_Remake_2_3,2_3,2561,eBLomgnf2DbuMfmFS
stall,Dark brown,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,,,Brown,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_1_1,1_1,3617,kzdhvTBNcyJ5S4ztD
STANDARD UMBRELLA STAND,Silver,Body color,Dots,Favorite umbrella,Yes,Yes,Yes,4,NFS,2250,Gray,Green,1x1,NA,Crafting,,1.0.0,school,office,None,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrUmbrellastand_Remake_2_1,2_1,3445,KM3HcP7F7NjTQemkt
public bench,White,NA,NA,NA,No,No,No,NA,NFS,10000,Beige,Beige,2x1,2000,Nook Miles Shop,,1.0.0,facility,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrPublicbench_Remake_3_0,3_0,3346,xpetQ9ZwwY9euSKH5
  AIR CIRCULATOR  ,White,NA,NA,NA,No,No,No,NA,1100,275,White,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,office,None,None,Yes,Fan,Yes,Does not play music,No lighting,For sale,FtrCirculator_Remake_0_0,0_0,3821,J4inuBziPCSGZNEPM
STALL,Natural,Variation,Red stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,Beige,Red,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_0_2,0_2,3617,AaQe7bG5MysbQr6R8
  lifeguard chair  ,Red,NA,NA,NA,No,No,No,NA,NFS,5000,Red,Red,1x1,1000,Nook Miles Shop,,1.0.0,ocean,None,None,None,No,Seaside,Yes,Does not play music,No lighting,Not for sale,FtrMonitoringchair_Remake_4_0,4_0,3345,7DESvhrXXQvZLfXBh
frozen arch,Ice green,Illumination,NA,NA,Yes,Yes,No,7,NFS,9000,Green,Green,3x1,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Arch,Yes,Does not play music,No lighting,Not for sale,FtrIceGate_Remake_5_0,5_0,3499,v6P8ekW9rxCHSKfhf
climbing wall,Blue,NA,NA,NA,No,No,No,NA,4300,,Light blue,Colorful,2x0.5,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fitness,None,None,None,No,Sports,Yes,Does not play music,No lighting,For sale,FtrClimbingwall_Remake_2_0,2_0,4006,QBtBqZfN2vfJbe3TE
GARDEN BENCH,White,Variation,NA,NA,Yes,Yes,No,6,NFS,4440,White,White,2x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrParkbenche_Remake_5_0,5_0,3509,kmuuh5kB75uocwKnr
  iron hanger stand  ,White,NA,Shell pink,Shawl,Yes,No,Yes,4,,2250,White,Pink,1x1,NA,Crafting,,1.0.0,living room,None,iron,None,No,Chest,No,Does not play music,No lighting,Not for sale,FtrIronHanger_Remake_1_1,1_1,3561,LDXoMXLyLPFLGGN8Y
  SCHOOL DESK  ,Light brown & black,NA,NA,NA,No,No,No,NA,,,Orange,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,None,None,school,No,Desk,No,Does not play music,No lighting,For sale,FtrSchoolTableS_Remake_2_0,2_0,1328,c4LPPGGWHeZyXuDfH
  THROWBACK ROCKET  ,Black,NA,NA,NA,No,No,No,NA,5900,1475,Black,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,space,throwback,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrBoyClosetL_Remake_5_0,5_0,4761,5j7mynEbTsJ8Yc3GA
  BIRTHDAY SIGN  ,Blue,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Blue,2x1,NA,Birthday,,1.0.0,party,fancy,None,birthday,No,Seasonal Decor,No,Does not play music,No lighting,Not for sale,FtrBirthdayBoard_Remake_2_0,2_0,3594,L37r5nZM9HMtypigw
  GIANT TEDDY BEAR  ,Cream,Fabric,White,Ribbon,Yes,Yes,Yes,8,NFS,6300,Yellow,White,3x3,NA,Crafting,,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,Not for sale,FtrBearXL_Remake_0_1,0_1,1504,Wa2ByDsRxqXAcu2Eb
speed bag,Black,NA,NA,NA,No,No,No,NA,3500,875,Black,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fitness,None,None,None,Yes,Sports,No,Does not play music,No lighting,For sale,FtrSpeedbag_Remake_2_0,2_0,7653,ZRSRxiAGZwaAtAumW
effects rack,Blue,NA,Rock logo,Sticker area,No,No,Yes,3,,1700,Blue,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,facility,None,None,No,Musical Instrument,No,Does not play music,No lighting,For sale,FtrEffectorrack_Remake_3_3,3_3,950,jM4ARnEqpPMPDQcY2
wooden-block stool,Natural,Block color,NA,NA,Yes,Yes,No,1,NFS,600,Brown,Brown,1x1,NA,Crafting,,1.0.0,child's room,None,wooden block,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrBlockStoolS_Remake_0_0,0_0,5543,2ZYB28KdGnYJAxNvz
  swinging bench  ,White wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,1440,White,White,2x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrSwingWood_Remake_2_0,2_0,1170,tgHfawPjKQXfWEGfT
  BUNNY DAY VANITY  ,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Green,Green,1x1,NA,Crafting,,1.1.0a,fancy,None,Bunny Day,None,No,Dresser,No,Does not play music,No lighting,Not for sale,FtrEggDresser,NA,12420,RLey65t95i2RLdHn9
space shuttle,NA,NA,NA,NA,Yes,No,No,NA,NFS,10000,White,Black,2x1,NA,Crafting,,1.0.0,space,None,None,None,Yes,Space,Yes,Does not play music,No lighting,Not for sale,FtrShuttle,NA,1444,uFQvuL2KQhFRjNrvB
  BOX SOFA  ,Magenta,NA,NA,NA,No,No,No,NA,2700,675,Pink,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBoxsofa_Remake_5_0,5_0,1852,Tngorv6MyxAe9Pirh
GIANT TEDDY BEAR,Cream,Fabric,Giant stripes,Ribbon,Yes,Yes,Yes,8,NFS,6300,Yellow,Yellow,3x3,NA,Crafting,,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,Not for sale,FtrBearXL_Remake_0_3,0_3,1504,DipFZCLdJRKMDb9zN
ELECTRIC GUITAR,Chic white,NA,Pop logo,Sticker area,No,No,Yes,7,,17750,White,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar2_Remake_5_6,5_6,1645,HGAN2rZcezYSmEy4u
  monstera  ,White,NA,NA,NA,No,No,No,NA,1700,,White,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantMonstera_Remake_5_0,5_0,4129,GX8vNi8HbPZ5CS2MD
baby chair,Blue,NA,Butterfly,Cushion,No,No,Yes,1,1200,300,Blue,Orange,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_4_2,4_2,3305,2w7g3DewPNN9w47Yu
  wooden double bed  ,Dark wood,Paint color,Pink,Bedding,Yes,Yes,Yes,6,NFS,3600,Brown,Pink,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedW_Remake_3_1,3_1,7132,nTQR6Aks32SA7AM6b
  TREE STANDEE  ,Summer,Season,NA,NA,Yes,Yes,No,3,NFS,1560,Green,Brown,2x1,NA,Crafting,,1.0.0,school,None,None,standee,No,School,No,Does not play music,No lighting,Not for sale,FtrHariboteTree_Remake_2_0,2_0,533,FXyJonwDXfpLYFJMD
rocking horse,Blue,Paint color,NA,NA,Yes,Yes,No,1,NFS,600,Blue,Light blue,1x1,NA,Crafting,,1.0.0,child's room,fancy,None,None,Yes,Toy,No,Does not play music,No lighting,Not for sale,FtrRockinghorse_Remake_4_0,4_0,83,gWsRZjnmBJkYeKRzx
floor lamp,White,NA,Gray,Lampshade,No,No,Yes,1,1400,350,White,Gray,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLamp_Remake_2_1,2_1,2561,b6GArHycdzQhKwY9r
ironwood table,Oak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,5940,Orange,White,2x2,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrIronwoodTableL_Remake_4_0,4_0,3191,ckXna4S38CAbfdaiX
  FROZEN SCULPTURE  ,Ice orange,Illumination,NA,NA,Yes,Yes,No,7,NFS,6600,Orange,Orange,1.5x1.5,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIceArt_Remake_4_0,4_0,3501,Ncci8pscF7aBiEnSk
wooden stool,Cherry wood,Paint color,Green,Seat,Yes,Yes,Yes,2,NFS,480,Orange,Green,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrWoodenStoolS_Remake_2_4,2_4,3449,L8aNAt3gAPtvpf3Tx
upright locker,Silver,NA,None,Sticker area,No,No,Yes,2,3700,925,Gray,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrLocker_Remake_0_0,0_0,833,KN6oGFqSfzxaJu2rQ
  telescope  ,NA,NA,NA,NA,No,No,No,NA,5600,1400,White,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,space,None,None,None,No,Space,Yes,Does not play music,No lighting,For sale,FtrTelescope,NA,1186,LSh9eBsD3etAYjFRJ
LOG ROUND TABLE,Orange wood,Lumber type,Geometric print,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Orange,Colorful,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrLogTableLRound_Remake_1_2,1_2,4043,pczBXmbNsQbipuDsE
  baby chair  ,Black,NA,Bear,Cushion,No,No,Yes,1,1200,300,Black,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_6_0,6_0,3305,hu24KrPHNS3tA8ufv
shell table,White,Shell color,NA,NA,Yes,Yes,No,4,,2280,White,White,2x2,NA,Crafting,,1.0.0,ocean,None,shell,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrShellTableL_Remake_0_0,0_0,3980,S5WDhgsqQEmzSPDtG
zen cushion,NA,NA,Crane,Upholstery,No,No,Yes,1,500,125,Red,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,living room,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrCushionJapan_Remake_0_5,0_5,7047,dRrJtY9YCpaJmvNpu
  SILO  ,Blue roof,Roof color,NA,NA,Yes,Yes,No,7,NFS,13920,Blue,Gray,2x2,NA,Crafting,,1.0.0,garden,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,FtrSilo_Remake_2_0,2_0,7247,AhJbeCjLhjdnuPRBL
HAMMOCK,Brown,NA,Colorful,Cloth,No,No,Yes,1,1300,325,Brown,Colorful,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrHammock_Remake_0_0,0_0,1620,QscLmzsw9rk9jDSsB
frozen tree,Ice,Illumination,NA,NA,Yes,Yes,No,7,NFS,8200,Light blue,Light blue,2x2,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Seasonal Decor,Yes,Does not play music,No lighting,Not for sale,FtrIceTree_Remake_0_0,0_0,3504,asiYm63NdJs2iyz5T
wooden table,Pink wood,Paint color,Pink,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Pink,Pink,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableL_Remake_7_2,7_2,3439,kWb6qniKvSnYdgNLE
  train set  ,Spring,NA,NA,NA,No,No,No,NA,7900,1975,Green,Brown,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,child's room,None,None,None,Yes,Toy,No,Does not play music,No lighting,For sale,FtrRailroad_Remake_0_0,0_0,85,XhTiTf8dDoHJNxp3Q
synthesizer,Silver,NA,NA,NA,No,No,No,NA,66000,16500,Gray,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrSynthesizer_Remake_4_0,4_0,1171,qjCR3BmTZ48FGqunc
drum set,Natural wood,NA,Rock logo,Bass drum head,No,No,Yes,2,5600,1400,Brown,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_3_4,3_4,1803,kYCRpKyhmcGyFyRjE
  box sofa  ,Turquoise,NA,NA,NA,No,No,No,NA,2700,,Light blue,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBoxsofa_Remake_0_0,0_0,1852,pu6EP3DibieFgjoik
  frozen table  ,Ice pink,Illumination,NA,NA,Yes,Yes,No,7,,8200,Pink,Pink,2x2,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrIceTableL_Remake_2_0,2_0,3497,yrpSRKcoevsRLECA9
  simple panel  ,Light gray,NA,Plain panel,Panel design,No,No,Yes,1,810,202,Gray,Gray,1x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,No,Screen,No,Does not play music,No lighting,For sale,FtrScreenSimple_Remake_0_0,0_0,5338,TD6xH3vgjuf8YgkW8
VIDEO CAMERA,Silver,NA,NA,NA,No,No,No,NA,,,Gray,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,facility,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrVideocamera_Remake_1_0,1_0,1221,GMwQFmbJZxGm59kMG
  wooden full-length mirror  ,Cherry wood,Paint color,NA,NA,Yes,Yes,No,2,NFS,1350,Orange,Orange,1x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Dresser,No,Does not play music,No lighting,Not for sale,FtrWoodenMirror_Remake_2_0,2_0,7137,sTauxkAuH8gBYbBeS
  retro gas pump  ,White,NA,Black retro,Lamp,No,No,Yes,1,2700,675,White,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,shop,diner,None,Yes,Vehicle,Yes,Does not play music,No lighting,For sale,FtrAmeretroGasstand_Remake_3_2,3_2,4140,dJmvANEXpjtd5Soki
